algorithm,task,expression
svm,168868,"make_tuple(truediv(13, pow(xvar, rc)), if_gt(0.6142198842798826, if_gt(0.3587116128929172, xvar, mcp, m), 0.009549266890542392, truediv(mkd, max(0.003994827897631798, xvar))))"
svm,2074,"make_tuple(sub(11, sub(0.19026837145651426, max(pow(rc, 98), mkd))), if_gt(0.06569058980633796, xvar, 0.20263340624775922, add(mkd, mul(max(add(0.00885211970608445, mkd), rc), 0.02697852210779059))))"
svm,3021,"make_tuple(if_gt(mul(xvar, 2), mcp, 12, 523), truediv(if_gt(0.10388632839781131, mkd, mkd, mcp), pow(xvar, 0.6231817566722382)))"
svm,9950,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,31,"make_tuple(if_gt(m, po, mul(0.419023922241278, po), truediv(7, pow(mkd, pow(max(0.8244538090241074, rc), 850)))), truediv(mkd, min(add(xvar, 0.017033215235491374), if_gt(m, p, n, 0.7718263962546046))))"
svm,10090,"make_tuple(if_gt(m, po, min(24, sub(m, 5)), truediv(13, pow(xvar, mul(rc, pow(rc, 9))))), truediv(mkd, add(if_gt(min(258, po), p, 5, 0.003866310685047626), mul(xvar, 0.8790339755396143))))"
svm,14965,"make_tuple(if_gt(mcp, mkd, truediv(if_gt(po, min(m, 9), if_gt(p, sub(39, p), 4, add(14, 0.23112423528362627)), mcp), xvar), 111), truediv(mkd, if_gt(0.35690617078388004, rc, 0.8309788791753888, mul(max(xvar, 0.004004419580175358), rc))))"
svm,146822,"make_tuple(if_gt(truediv(if_gt(m, p, mkd, m), mcp), mul(mcp, 10), 12, if_gt(pow(xvar, rc), 0.26680117996985037, 7, if_gt(539, n, 0.16737143057234055, n))), add(truediv(mul(mkd, 0.266145440749937), xvar), mkd))"
svm,9970,"make_tuple(sub(11, sub(0.19026837145651426, max(pow(rc, 98), mkd))), if_gt(0.06569058980633796, xvar, 0.20263340624775922, add(mkd, mul(max(add(0.00885211970608445, mkd), rc), 0.02697852210779059))))"
svm,3913,"make_tuple(add(truediv(if_gt(po, 7, m, p), xvar), 0.8616755914467319), truediv(mkd, max(mul(if_gt(if_gt(m, po, 103, po), p, 24, xvar), mcp), pow(0.004564802043820071, mul(mcp, mcp)))))"
svm,9956,"make_tuple(add(truediv(if_gt(po, 7, m, p), xvar), 0.8616755914467319), truediv(mkd, max(mul(if_gt(if_gt(m, po, 103, po), p, 24, xvar), mcp), pow(0.004564802043820071, mul(mcp, mcp)))))"
svm,9985,"make_tuple(if_gt(m, po, mul(0.419023922241278, po), truediv(7, pow(mkd, pow(max(0.8244538090241074, rc), 850)))), truediv(mkd, min(add(xvar, 0.017033215235491374), if_gt(m, p, n, 0.7718263962546046))))"
svm,3917,"make_tuple(truediv(max(7, mul(pow(21, add(mcp, rc)), min(pow(rc, 27), 0.24014976119924356))), xvar), mul(mkd, max(truediv(mcp, add(xvar, 0.007369208409390364)), add(1, min(mcp, 0.27596316019377487)))))"
svm,10093,"make_tuple(add(if_gt(if_gt(po, pow(62, if_gt(20, po, mcp, rc)), po, truediv(p, xvar)), po, truediv(24, mkd), 3), truediv(xvar, 0.2511764077590966)), truediv(mkd, add(0.016258270010971364, xvar)))"
svm,167125,"make_tuple(35, truediv(if_gt(po, p, truediv(0.05500750967630487, mcp), if_gt(max(m, po), 10, max(0.5450380131821824, xvar), mcp)), add(xvar, sub(max(6, add(xvar, po)), mul(add(mcp, mcp), rc)))))"
svm,15,"make_tuple(truediv(8, add(0.0029356646744983068, xvar)), truediv(mkd, pow(max(0.002852380097516931, if_gt(if_gt(1, rc, 0.10984761623469226, 0.0013579530977950777), mkd, xvar, 0.05345447960754693)), mcp)))"
svm,145681,"make_tuple(if_gt(m, po, min(24, sub(m, 5)), truediv(13, pow(xvar, mul(rc, pow(rc, 9))))), truediv(mkd, add(if_gt(min(258, po), p, 5, 0.003866310685047626), mul(xvar, 0.8790339755396143))))"
svm,189928,"make_tuple(35, truediv(if_gt(po, p, truediv(0.05500750967630487, mcp), if_gt(max(m, po), 10, max(0.5450380131821824, xvar), mcp)), add(xvar, sub(max(6, add(xvar, po)), mul(add(mcp, mcp), rc)))))"
svm,9978,"make_tuple(35, truediv(if_gt(po, p, truediv(0.05500750967630487, mcp), if_gt(max(m, po), 10, max(0.5450380131821824, xvar), mcp)), add(xvar, sub(max(6, add(xvar, po)), mul(add(mcp, mcp), rc)))))"
svm,3902,"make_tuple(max(sub(if_gt(600, pow(8, m), truediv(max(po, 237), pow(xvar, rc)), p), if_gt(mkd, 0.47206857911318073, mul(n, sub(17, n)), n)), 12), truediv(mkd, pow(xvar, 0.5123879892443951)))"
svm,125920,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,12,"make_tuple(if_gt(0.039197027014739254, sub(min(mul(xvar, 0.2518549855380923), mcp), mkd), mul(po, 398), 5), truediv(mkd, mul(0.6463690622380829, sub(add(truediv(0.006242141374365109, mcp), if_gt(m, po, 9, xvar)), mkd))))"
svm,189924,"make_tuple(if_gt(truediv(po, add(0.07255171160146137, rc)), n, mul(n, n), 27), max(sub(mkd, 0.00027760853591490283), truediv(mcp, add(if_gt(mul(mcp, 32), p, rc, add(rc, po)), 2))))"
svm,167211,"make_tuple(if_gt(20, if_gt(mkd, mcp, xvar, p), mul(p, p), 7), truediv(mkd, pow(if_gt(n, mul(1101, xvar), truediv(xvar, 4), po), mcp)))"
svm,168910,"make_tuple(66, min(truediv(mkd, if_gt(min(po, 13), m, pow(mul(xvar, 0.4336356147277609), pow(rc, 43)), 3)), 0.13151913333965345))"
svm,14954,"make_tuple(if_gt(0.039197027014739254, sub(min(mul(xvar, 0.2518549855380923), mcp), mkd), mul(po, 398), 5), truediv(mkd, mul(0.6463690622380829, sub(add(truediv(0.006242141374365109, mcp), if_gt(m, po, 9, xvar)), mkd))))"
svm,167140,"make_tuple(add(mul(if_gt(mkd, 0.3606883459671346, 800, min(mkd, rc)), truediv(626, 0.27613357588306675)), 7), truediv(mkd, pow(xvar, mcp)))"
svm,146212,"make_tuple(if_gt(mkd, 0.36235435224006224, mul(637, n), truediv(8, xvar)), add(min(truediv(mkd, xvar), pow(mcp, 4)), mkd))"
svm,168909,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,146824,"make_tuple(if_gt(n, if_gt(12, po, 679, mul(p, mul(mkd, p))), 12, n), truediv(mkd, pow(xvar, mcp)))"
svm,146819,"make_tuple(add(mul(if_gt(mkd, 0.21564209930751418, 725, if_gt(n, po, min(mkd, rc), 160)), truediv(622, 0.2803449551173766)), 5), truediv(mkd, pow(min(add(mkd, xvar), if_gt(m, po, 26, 0.1134342491603484)), add(mkd, mcp))))"
svm,3907,"make_tuple(sub(mul(if_gt(0.5027545329435962, mkd, 4, mul(n, n)), if_gt(xvar, 0.2503557237276996, m, mul(mcp, 253))), mcp), if_gt(pow(po, rc), 4, 0.02829151294006856, mkd))"
svm,9960,"make_tuple(truediv(11, xvar), if_gt(mkd, 0.03973744404974672, mcp, truediv(mkd, add(if_gt(po, p, xvar, 0.0037904861647887235), pow(if_gt(mcp, 0.5566947593848282, xvar, rc), rc)))))"
svm,23,"make_tuple(35, truediv(mkd, xvar))"
svm,3510,"make_tuple(if_gt(min(14, p), if_gt(pow(mkd, xvar), 0.3019455661600444, 0.006312152454534333, po), sub(mul(mul(max(mcp, xvar), mul(po, n)), if_gt(xvar, mul(0.35695638594669205, mcp), mkd, 1)), po), 6), if_gt(0.6336282313407731, xvar, 0.027429213592732395, mkd))"
svm,9957,"make_tuple(66, min(truediv(mkd, if_gt(min(po, 13), m, pow(mul(xvar, 0.4336356147277609), pow(rc, 43)), 3)), 0.13151913333965345))"
svm,37,"make_tuple(if_gt(0.039197027014739254, sub(min(mul(xvar, 0.2518549855380923), mcp), mkd), mul(po, 398), 5), truediv(mkd, mul(0.6463690622380829, sub(add(truediv(0.006242141374365109, mcp), if_gt(m, po, 9, xvar)), mkd))))"
svm,168336,"make_tuple(add(truediv(add(7, mkd), pow(truediv(0.07807531509407219, mcp), pow(rc, mul(107, xvar)))), mkd), truediv(mkd, pow(truediv(add(0.0037128671395081176, xvar), 4), mcp)))"
svm,10106,"make_tuple(truediv(11, xvar), if_gt(mkd, 0.03973744404974672, mcp, truediv(mkd, add(if_gt(po, p, xvar, 0.0037904861647887235), pow(if_gt(mcp, 0.5566947593848282, xvar, rc), rc)))))"
svm,41,"make_tuple(if_gt(if_gt(p, n, 51, po), min(372, p), m, p), if_gt(xvar, 0.2816491226303543, if_gt(mkd, if_gt(mcp, xvar, 0.02978645678734182, 0.10821525195439846), 0.5194138425761924, mkd), 0.050617450214944126))"
svm,16,"make_tuple(mul(truediv(10, xvar), if_gt(21, m, pow(if_gt(11, p, 0.0036480812778646966, mul(1003, n)), mkd), p)), truediv(mkd, sub(pow(sub(pow(xvar, rc), mkd), mcp), mkd)))"
svm,58,"make_tuple(add(if_gt(56, po, p, 6), if_gt(n, add(po, 667), if_gt(0.3639732686994103, mkd, 0.03741072199649376, mul(n, n)), 301)), if_gt(0.2813280860433241, xvar, 0.05115977900871541, mkd))"
svm,24,"make_tuple(if_gt(if_gt(651, n, if_gt(mcp, mul(xvar, mcp), 0.016385467208372473, m), mul(xvar, 0.21531486955325238)), mkd, 11, mul(n, n)), truediv(mkd, pow(xvar, mcp)))"
svm,3904,"make_tuple(add(11, if_gt(pow(xvar, 0.01369184572049384), xvar, 16, mul(mul(sub(p, 15), po), mkd))), truediv(mkd, pow(0.4815286777244635, if_gt(min(0.07212348078530159, xvar), mul(truediv(mkd, xvar), mcp), rc, 3))))"
svm,146607,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
svm,49,"make_tuple(min(truediv(max(8, p), xvar), add(7, if_gt(p, add(545, min(n, po)), 869, 5))), if_gt(mcp, 0.14272585445420702, add(mkd, mkd), truediv(mkd, 2)))"
svm,14970,"make_tuple(if_gt(m, 2, p, 5), add(mkd, mul(0.02683170809808775, if_gt(0.050517010243188804, mkd, rc, add(p, po)))))"
svm,3512,"make_tuple(if_gt(9, pow(if_gt(po, m, 329, p), pow(mkd, xvar)), sub(11, 0.18170625442843713), mul(143, 374)), add(truediv(mkd, pow(2, xvar)), mkd))"
svm,9952,"make_tuple(if_gt(81, po, max(min(12, p), mul(p, 0.11050709552322399)), pow(mul(p, 595), xvar)), if_gt(0.01557346031096896, xvar, 0.13352273967846445, truediv(mkd, pow(0.4263929584715783, mcp))))"
svm,125921,"make_tuple(mul(11, if_gt(0.3635015027310467, pow(mkd, xvar), 1, mul(mul(mcp, po), po))), truediv(mkd, pow(xvar, mcp)))"
svm,7592,"make_tuple(if_gt(m, 2, p, 5), add(mkd, mul(0.02683170809808775, if_gt(0.050517010243188804, mkd, rc, add(p, po)))))"
svm,9964,"make_tuple(mul(m, if_gt(if_gt(xvar, mcp, 0.21368927978898886, 0.026733826764222514), mkd, min(p, m), mul(666, n))), if_gt(rc, 0.05087356508527707, 0.033037911147063295, mkd))"
svm,3561,"make_tuple(mul(m, if_gt(if_gt(xvar, mcp, 0.21368927978898886, 0.026733826764222514), mkd, min(p, m), mul(666, n))), if_gt(rc, 0.05087356508527707, 0.033037911147063295, mkd))"
svm,3022,"make_tuple(if_gt(1, rc, if_gt(po, 100, if_gt(po, n, n, 10), p), if_gt(m, 2, 36, 3228)), mkd)"
svm,14969,"make_tuple(mul(11, if_gt(0.3635015027310467, pow(mkd, xvar), 1, mul(mul(mcp, po), po))), truediv(mkd, pow(xvar, mcp)))"
svm,9946,"make_tuple(if_gt(min(mcp, pow(mkd, xvar)), 0.4209534401819168, mul(400, po), 6), truediv(if_gt(0.07487717632102271, mul(mkd, mcp), mkd, pow(mcp, mcp)), truediv(pow(xvar, add(rc, pow(xvar, rc))), add(mcp, xvar))))"
svm,168912,"make_tuple(mul(truediv(10, xvar), if_gt(21, m, pow(if_gt(11, p, 0.0036480812778646966, mul(1003, n)), mkd), p)), truediv(mkd, sub(pow(sub(pow(xvar, rc), mkd), mcp), mkd)))"
svm,34539,"make_tuple(truediv(6, pow(0.010033507105284504, if_gt(0.6480904276760551, mcp, mul(5, mkd), rc))), truediv(if_gt(2, mul(po, mkd), mkd, 3), add(xvar, 0.1080242550960302)))"
svm,29,"make_tuple(add(truediv(0.6495280621275228, xvar), if_gt(sub(if_gt(po, n, 0.221919431507266, m), 1), if_gt(0.4508241606811962, mkd, rc, 2), 10, mul(n, n))), add(mkd, mul(0.026976027650395622, if_gt(rc, sub(0.03083116902976046, mcp), rc, neg(0.06150883968997445)))))"
